"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Value

timestep\group,1,2,3,4,5,6,7,8,9,10,11
177,0,0,9.912711,1.5129217,1.6616555,3.2045112,1.264367,0,0,0,0
178,0,0,9.90104,1.5152048,1.665388,3.20908,1.291147,0,0,0,0
179,0,0,9.889973,1.5174832,1.6690061,3.2135005,1.3186724,0,0,0,0
180,0,0,9.879477,1.5197463,1.6725072,3.2177706,1.3469559,0,0,0,0
181,0,0,10.346403,1.5969489,1.6758928,3.2222948,1.3762033,0,0,0,0
182,0,0,10.320339,1.5981894,1.6791624,3.2265868,1.4063106,0,0,0,0
183,0,0,10.295247,1.5994688,1.682321,3.2306542,1.4372816,0,0,0,0
184,0,0,10.271097,1.6007948,1.6853747,3.2345104,1.4691216,0,0,0,0
185,0,0,10.247854,1.6021689,1.6883297,3.2381725,1.501835,0,0,0,0
186,0,0,10.225472,1.6035879,1.6911902,3.2416596,1.535427,0,0,0,0
187,0,0,10.203905,1.6050447,1.6939591,3.2449899,1.5699039,0,0,0,0
188,0,0,10.1831045,1.6065297,1.696637,3.248178,1.6052746,0,0,0,0
189,0,0,10.163027,1.6080316,1.6992239,3.2512345,1.64155,0,0,0,0
190,0,0,10.143633,1.6095396,1.7017186,3.2541642,1.6787431,0,0,0,0
191,0,0,10.124888,1.6110429,1.7041197,3.256968,1.7168683,0,0,0,0
192,0,0,10.10676,1.6125317,1.7064269,3.2596421,1.7559402,0,0,0,0
193,0,0,10.578643,1.6932737,1.7086409,3.2623568,1.796077,0,0,0,0
194,0,0,10.545982,1.693395,1.7107661,3.2649283,1.8372366,0,0,0,0
195,0,0,10.514327,1.6935731,1.7128055,3.26736,1.8794321,0,0,0,0
196,0,0,10.483637,1.693814,1.714762,3.2696538,1.9226748,0,0,0,0
197,0,0,10.453871,1.6941196,1.716638,3.2718112,1.9669753,0,0,0,0
198,0,0,10.424985,1.6944879,1.7184352,3.2738316,2.0123425,0,0,0,0
199,0,0,10.396938,1.6949149,1.7201552,3.2757134,2.0587854,0,0,0,0
200,0,0,10.369688,1.6953945,1.7217994,3.2774546,2.1063118,0,0,0,0
201,0,0,10.343197,1.695919,1.7233684,3.2790499,2.1549287,0,0,0,0
202,0,0,10.317423,1.6964808,1.724863,3.2804947,2.2046425,0,0,0,0
203,0,0,10.292335,1.6970708,1.7262839,3.281784,2.2554584,0,0,0,0
204,0,0,10.267893,1.6976806,1.7276313,3.2829113,2.30738,0,0,0,0
205,0,0,10.7411,1.7813476,1.7289062,3.2838817,2.360414,0,0,0,0
206,0,0,10.702668,1.7803421,1.7301147,3.284731,2.4145732,0,0,0,0
207,0,0,10.665236,1.7794372,1.731257,3.285461,2.4698677,0,0,0,0
208,0,0,10.6287565,1.7786332,1.7323312,3.2860703,2.5263026,0,0,0,0
209,0,0,10.593181,1.7779268,1.7333338,3.286551,2.5838826,0,0,0,0
210,0,0,10.558468,1.7773125,1.7342618,3.2868888,2.6426091,0,0,0,0
211,0,0,10.524583,1.7767836,1.7351127,3.2870677,2.702482,0,0,0,0
212,0,0,10.491487,1.7763326,1.735885,3.287069,2.7634954,0,0,0,0
213,0,0,10.459146,1.7759519,1.7365782,3.2868762,2.8256392,0,0,0,0
214,0,0,10.427523,1.7756321,1.737192,3.286474,2.8888974,0,0,0,0
215,0,0,10.396581,1.7753638,1.7377269,3.28585,2.9532495,0,0,0,0
216,0,0,10.366283,1.7751367,1.7381829,3.2849956,3.01867,0,0,0,0
217,0,0,10.835337,1.8623991,1.7385628,3.2843266,3.085558,0,0,0,0
218,0,0,10.7855835,1.8606998,1.7388662,3.2833414,3.1536198,0,0,0,0
219,0,0,10.737071,1.8591206,1.7390965,3.2820544,3.2228076,0,0,0,0
220,0,0,10.689727,1.8576672,1.7392566,3.2804804,3.2930717,0,0,0,0
221,0,0,10.643477,1.8563367,1.7393475,3.278638,3.3643606,0,0,0,0
222,0,0,10.59825,1.8551193,1.7393682,3.2765436,3.4366207,0,0,0,0
223,0,0,10.553979,1.8540004,1.739315,3.274213,3.509799,0,0,0,0
224,0,0,10.510599,1.8529624,1.7391828,3.271656,3.5838425,0,0,0,0
225,0,0,10.46806,1.8519863,1.7389649,3.2688766,3.6586988,0,0,0,0
226,0,0,10.426311,1.8510532,1.738654,3.2658732,3.734315,0,0,0,0
227,0,0,10.385309,1.8501453,1.7382433,3.26264,3.8106358,0,0,0,0
228,0,0,10.345018,1.849246,1.7377264,3.2591648,3.887602,0,0,0,0
229,0,0,10.797587,1.9388046,1.7371011,3.25594,3.965807,0,0,0,0
230,0,0,10.735958,1.9362388,1.7363622,3.2523413,4.044762,0,0,0,0
231,0,0,10.675769,1.9337626,1.7355112,3.2483706,4.124364,0,0,0,0
232,0,0,10.616923,1.9313865,1.7345512,3.24403,4.2045026,0,0,0,0
233,0,0,10.559328,1.9291115,1.733484,3.2393265,4.2850614,0,0,0,0
234,0,0,10.5028925,1.926931,1.7323097,3.2342649,4.3659163,0,0,0,0
235,0,0,10.4475355,1.9248323,1.7310259,3.2288492,4.4469404,0,0,0,0
236,0,0,10.393179,1.922799,1.7296278,3.2230783,4.5280066,0,0,0,0
237,0,0,10.339757,1.9208124,1.7281089,3.2169456,4.6089845,0,0,0,0
238,0,0,10.2872095,1.9188533,1.7264618,3.2104387,4.6897454,0,0,0,0
239,0,0,10.235485,1.9169034,1.7246783,3.2035391,4.770156,0,0,0,0
240,0,0,10.184535,1.9149451,1.7227501,3.1962247,4.850076,0,0,0,0
241,0,0,10.321878,1.9504273,1.7206734,3.1890574,4.930331,0,0,0,0
242,0,0,10.259111,1.9479929,1.7184361,3.1812596,5.010099,0,0,0,0
243,0,0,10.19761,1.945547,1.7160372,3.1728175,5.089156,0,0,0,0
244,0,0,10.137259,1.9430953,1.7134776,3.1637244,5.1672745,0,0,0,0
245,0,0,10.07795,1.9406358,1.7107573,3.153981,5.244212,0,0,0,0
246,0,0,10.019579,1.9381578,1.7078726,3.1435907,5.319715,0,0,0,0
247,0,0,9.962053,1.9356451,1.7048163,3.1325579,5.3935294,0,0,0,0
248,0,0,9.905292,1.9330772,1.7015779,3.1208827,5.465399,0,0,0,0
249,0,0,9.84922,1.9304323,1.6981429,3.1085598,5.5350733,0,0,0,0
250,0,0,9.793775,1.9276879,1.6944959,3.095577,5.602302,0,0,0,0
251,0,0,9.738899,1.9248227,1.6906197,3.0819147,5.6668353,0,0,0,0
252,0,0,9.684545,1.9218173,1.6864971,3.0675473,5.7284203,0,0,0,0
253,0,0,9.802665,1.957694,1.6821218,3.0538697,5.789653,0,0,0,0
254,0,0,9.727442,1.9545579,1.6774678,3.0390124,5.8481855,0,0,0,0
255,0,0,9.653928,1.9512436,1.6725326,3.022972,5.903568,0,0,0,0
256,0,0,9.581846,1.9477845,1.6673201,3.0057638,5.955362,0,0,0,0
257,0,0,9.510967,1.9441922,1.661833,2.987422,6.0031123,0,0,0,0
258,0,0,9.441097,1.940459,1.6560668,2.9679883,6.0463614,0,0,0,0
259,0,0,9.37207,1.9365634,1.650009,2.9475057,6.084671,0,0,0,0
260,0,0,9.303749,1.9324747,1.6436404,2.9260137,6.1176367,0,0,0,0
261,0,0,9.236021,1.928158,1.636936,2.9035404,6.1448936,0,0,0,0
262,0,0,9.1688,1.923579,1.6298674,2.8801036,6.166117,0,0,0,0
263,0,0,9.102016,1.918705,1.6224061,2.8557112,6.181014,0,0,0,0
264,0,0,9.035614,1.9135075,1.6145238,2.8303628,6.1893187,0,0,0,0
265,0,0,9.135076,1.9462605,1.6062014,2.804875,6.192664,0,0,0,0
266,0,0,9.0538225,1.94004,1.5974147,2.7782023,6.189374,0,0,0,0
267,0,0,8.973733,1.9334543,1.5881506,2.7503629,6.179132,0,0,0,0
268,0,0,8.894602,1.926521,1.5784019,2.7213902,6.161646,0,0,0,0
269,0,0,8.81626,1.9192443,1.5681638,2.6913345,6.136637,0,0,0,0
270,0,0,8.738573,1.9116178,1.5574306,2.660259,6.103862,0,0,0,0
271,0,0,8.661425,1.9036262,1.5461957,2.6282408,6.0631223,0,0,0,0
272,0,0,8.584726,1.895249,1.5344509,2.5953674,6.014284,0,0,0,0
273,0,0,8.508402,1.8864626,1.522188,2.5617373,5.957286,0,0,0,0
274,0,0,8.432396,1.8772426,1.5093992,2.5274575,5.8921413,0,0,0,0
275,0,0,8.356665,1.8675659,1.4960788,2.4926465,5.8189416,0,0,0,0
276,0,0,8.2811775,1.8574116,1.4822243,2.4574323,5.7378526,0,0,0,0
277,0,0,8.352724,1.8832445,1.4678439,2.42279,5.651128,0,0,0,0
278,0,0,8.262154,1.8718011,1.4529445,2.387806,5.5573936,0,0,0,0
279,0,0,8.172802,1.8598379,1.4375433,2.3526688,5.4569416,0,0,0,0
280,0,0,8.08447,1.8473884,1.421671,2.3175845,5.35012,0,0,0,0
281,0,0,7.9970226,1.8344756,1.4053737,2.2827775,5.237336,0,0,0,0
282,0,0,7.9103684,1.8211104,1.3886832,2.2484713,5.119062,0,0,0,0
283,0,0,7.8244505,1.8072985,1.3716352,2.2148952,4.9958405,0,0,0,0
284,0,0,7.7392416,1.7930459,1.3542683,2.182279,4.868285,0,0,0,0
285,0,0,7.654738,1.7783612,1.3366253,2.1508477,4.7370706,0,0,0,0
286,0,0,7.5709553,1.7632586,1.318754,2.120811,4.6029177,0,0,0,0
287,0,0,7.4879255,1.7477604,1.3007071,2.0923605,4.46658,0,0,0,0
288,0,0,7.4056935,1.7318993,1.2825445,2.0656655,4.328824,0,0,0,0
289,0,0,7.4563785,1.7503574,1.26434,2.04164,4.192151,0,0,0,0
